시도,시군구,변전소,재생e_여유용량_MW
충청남도,천안시동남구,신진천,0
충청남도,천안시동남구,아산,0
충청남도,천안시동남구,천안,0
충청남도,천안시동남구,풍세,0
충청남도,천안시서북구,둔포,0
충청남도,천안시서북구,불당,0
충청남도,천안시서북구,서천안,0
충청남도,천안시서북구,성거,0
충청남도,천안시서북구,신온양,0
충청남도,천안시서북구,신진천,0
충청남도,천안시서북구,아산,0
충청남도,천안시서북구,장재,0
충청남도,천안시서북구,천안,0
충청남도,천안시서북구,한샘,0
충청남도,공주시,공주,275
충청남도,공주시,남공주(건설중),470
충청남도,공주시,신풍,0
충청남도,공주시,청양,0
충청남도,보령시,관창,0
충청남도,보령시,대천,690
충청남도,보령시,청양,0
충청남도,아산시,도고(건설중),0
충청남도,아산시,둔포,0
충청남도,아산시,북아산,0
충청남도,아산시,서산2S/S(건설중),0
충청남도,아산시,석곡,0
충청남도,아산시,신온양,0
충청남도,아산시,신창(건설중),15
충청남도,아산시,아산,0
충청남도,아산시,온양,0
충청남도,아산시,인주,0
충청남도,아산시,탕정,0
충청남도,아산시,풍세#2(건설중),0
충청남도,서산시,대산,0
충청남도,서산시,부석(건설중),0
충청남도,서산시,서산,745
충청남도,서산시,성연,0
충청남도,서산시,신당진,0
충청남도,서산시,신성연1(건설중),455
충청남도,서산시,태안,435
충청남도,서산시,해미,405
충청남도,논산시,논산,605
충청남도,논산시,신계룡,0
충청남도,논산시,연무(건설중),0
충청남도,논산시,은진,295
충청남도,계룡시,두마,0
충청남도,계룡시,신계룡,0
충청남도,당진시,당진,525
충청남도,당진시,석문,0
충청남도,당진시,송악,0
충청남도,당진시,신당진,0
충청남도,당진시,신송산,165
충청남도,당진시,태안,435
충청남도,당진시,합덕,0
충청남도,금산군,금산,0
충청남도,금산군,추부,0
충청남도,부여군,부여,615
충청남도,부여군,옥산,425
충청남도,서천군,장항,0
충청남도,청양군,청양,0
충청남도,홍성군,은하,0
충청남도,홍성군,태안,435
충청남도,홍성군,홍성,505
충청남도,예산군,서예산(건설중),520
충청남도,예산군,예산,0
충청남도,예산군,응봉,255
충청남도,예산군,태안,435
충청남도,태안군,안면,415
충청남도,태안군,태안,435
경상북도,포항시남구,남포항,145
경상북도,포항시남구,대송,155
경상북도,포항시남구,상정,100
경상북도,포항시남구,영일,585
경상북도,포항시남구,죽정,100
경상북도,포항시남구,포항,0
경상북도,포항시남구,흥해,140
경상북도,포항시북구,남포항,145
경상북도,포항시북구,북포항,140
경상북도,포항시북구,서포항,135
경상북도,포항시북구,청하,0
경상북도,포항시북구,흥해,140
경상북도,경주시,건천,325
경상북도,경주시,아화,410
경상북도,경주시,양북,205
경상북도,경주시,왕신,0
경상북도,경주시,외동,0
경상북도,경주시,입실,0
경상북도,김천시,금릉,0
경상북도,김천시,김천,0
경상북도,김천시,농소,300
경상북도,김천시,어모,300
경상북도,안동시,동안동,0
경상북도,안동시,봉화,0
경상북도,안동시,안동,0
경상북도,안동시,풍산,250
경상북도,안동시,풍천,220
경상북도,구미시,고아,0
경상북도,구미시,광평,0
경상북도,구미시,구미,0
경상북도,구미시,금전,0
경상북도,구미시,남구미,0
경상북도,구미시,남인동,200
경상북도,구미시,도중,0
경상북도,구미시,산동,0
경상북도,구미시,인동,395
경상북도,영주시,신영주,0
경상북도,영주시,쌍림,270
경상북도,영주시,아화,410
경상북도,영주시,영주(SA),0
경상북도,영주시,풍기(건설중),0
경상북도,영천시,고경(건설중),305
경상북도,영천시,금호,355
경상북도,영천시,신경산,0
경상북도,영천시,아화,410
경상북도,영천시,와촌E/C,655
경상북도,영천시,청통,710
경상북도,상주시,상주,0
경상북도,상주시,점촌,0
경상북도,상주시,청리,0
경상북도,상주시,화동,0
경상북도,문경시,문경,0
경상북도,문경시,예천,0
경상북도,문경시,점촌,0
경상북도,경산시,경산,340
경상북도,경산시,신경산,0
경상북도,경산시,와촌E/C,655
경상북도,경산시,자인,0
경상북도,경산시,진량,0
경상북도,의성군,동안동,0
경상북도,의성군,안계,280
경상북도,의성군,의성,0
경상북도,청송군,진보,0
경상북도,영양군,영양(건설중),0
경상북도,영양군,진보,0
경상북도,영덕군,영덕,0
경상북도,청도군,청도,0
경상북도,고령군,고령,0
경상북도,고령군,다산,185
경상북도,고령군,북다산,190
경상북도,고령군,쌍림,270
경상북도,성주군,북성주(건설중),295
경상북도,성주군,성주,290
경상북도,성주군,아화,410
경상북도,칠곡군,남구미,0
경상북도,칠곡군,약목(건설중),0
경상북도,칠곡군,왜관,85
경상북도,칠곡군,칠곡,255
경상북도,예천군,예천,0
경상북도,예천군,풍산,250
경상북도,예천군,풍천,220
경상북도,봉화군,봉화,0
경상북도,봉화군,봉화#2(건설중),0
경상북도,봉화군,영주(SA),0
경상북도,울진군,울진,0
경상북도,울진군,평해,0
경상남도,창원시의창구,내곡(건설중),0
경상남도,창원시의창구,동읍,0
경상남도,창원시의창구,신김해,0
경상남도,창원시의창구,신마산,0
경상남도,창원시의창구,신월,0
경상남도,창원시의창구,의창(SA),0
경상남도,창원시의창구,차룡,220
경상남도,창원시의창구,창공,0
경상남도,창원시성산구,삼정(SA),0
경상남도,창원시성산구,신김해,0
경상남도,창원시성산구,신월,0
경상남도,창원시성산구,안민,245
경상남도,창원시성산구,완암,0
경상남도,창원시성산구,월림,0
경상남도,창원시성산구,창공,0
경상남도,창원시마산합포구,서마산,0
경상남도,창원시마산합포구,신마산,0
경상남도,창원시마산합포구,진동,0
경상남도,창원시마산회원구,마산,0
경상남도,창원시마산회원구,수출,0
경상남도,창원시마산회원구,신마산,0
경상남도,창원시마산회원구,중리,0
경상남도,창원시진해구,녹공,0
경상남도,창원시진해구,마천(SA),0
경상남도,창원시진해구,신김해,0
경상남도,창원시진해구,진해(SA),0
경상남도,진주시,개양(SA),0
경상남도,진주시,동진주,0
경상남도,진주시,사봉,0
경상남도,진주시,이현,0
경상남도,진주시,진주,100
경상남도,통영시,삼천포,0
경상남도,통영시,안정,0
경상남도,통영시,통영,0
경상남도,사천시,사남(SA),0
경상남도,사천시,사천(SA),0
경상남도,사천시,삼천포,0
경상남도,사천시,하동(SA),0
경상남도,김해시,김해(SA),0
경상남도,김해시,동읍,0
경상남도,김해시,매리,55
경상남도,김해시,삼계(SA),0
경상남도,김해시,신김해,0
경상남도,김해시,어방,0
경상남도,김해시,장유(SA),0
경상남도,김해시,주촌(SA),0
경상남도,김해시,진례(SA),0
경상남도,김해시,진영,0
경상남도,김해시,한림정,0
경상남도,밀양시,밀양(SA),0
경상남도,밀양시,수산,0
경상남도,밀양시,신김해,0
경상남도,밀양시,신마산,0
경상남도,밀양시,초동,0
경상남도,거제시,거제,0
경상남도,거제시,사등(건설중),0
경상남도,거제시,아주(SA),0
경상남도,양산시,매리,55
경상남도,양산시,물금,0
경상남도,양산시,북부산,0
경상남도,양산시,산막,0
경상남도,양산시,서창,0
경상남도,양산시,석계,0
경상남도,양산시,양산,0
경상남도,양산시,언양,0
경상남도,양산시,호포,0
경상남도,의령군,구룡(>구룡SA로 이관),255
경상남도,함안군,가야(SA),0
경상남도,함안군,군북(건설중),0
경상남도,함안군,신마산,0
경상남도,함안군,중리,0
경상남도,함안군,칠서,0
경상남도,창녕군,북창녕(건설중),0
경상남도,창녕군,신마산,0
경상남도,창녕군,유가,605
경상남도,창녕군,창녕,230
경상남도,고성군,고성,0
경상남도,남해군,광양,0
경상남도,남해군,남해,0
경상남도,하동군,광양,0
경상남도,하동군,금남(건설중),0
경상남도,하동군,하동(SA),0
경상남도,산청군,산청,0
경상남도,함양군,함양,225
경상남도,거창군,거창,0
경상남도,합천군,산청,0
경상남도,합천군,쌍림,270
경상남도,합천군,합천,255
강원특별자치도,춘천시,남춘천,0
강원특별자치도,춘천시,동면(건설중),0
강원특별자치도,춘천시,동춘천(건설중),0
강원특별자치도,춘천시,북춘천,0
강원특별자치도,춘천시,서춘천(건설중),0
강원특별자치도,춘천시,서홍천,80
강원특별자치도,춘천시,춘천,40
강원특별자치도,원주시,남원주,0
강원특별자치도,원주시,동원주,95
강원특별자치도,원주시,문막,0
강원특별자치도,원주시,북원주,80
강원특별자치도,원주시,서원주,190
강원특별자치도,원주시,신원주1(건설중),0
강원특별자치도,원주시,원주,95
강원특별자치도,원주시,횡성,0
강원특별자치도,강릉시,강릉,495
강원특별자치도,강릉시,북강릉,200
강원특별자치도,강릉시,북평,200
강원특별자치도,강릉시,영동T/P,0
강원특별자치도,강릉시,옥계(건설중),400
강원특별자치도,강릉시,주문진,0
강원특별자치도,강릉시,횡계,220
강원특별자치도,동해시,북평,200
강원특별자치도,태백시,태백,0
강원특별자치도,속초시,속초,0
강원특별자치도,삼척시,도계,0
강원특별자치도,삼척시,삼척,355
강원특별자치도,삼척시,태백,0
강원특별자치도,삼척시,태백#2(건설중),0
강원특별자치도,홍천군,북홍천(건설중),0
강원특별자치도,홍천군,상남,0
강원특별자치도,홍천군,서홍천,80
강원특별자치도,홍천군,홍천,0
강원특별자치도,횡성군,둔내,195
강원특별자치도,횡성군,횡성,0
강원특별자치도,영월군,동영월,265
강원특별자치도,영월군,영월,0
강원특별자치도,영월군,주천,105
강원특별자치도,평창군,영월,0
강원특별자치도,평창군,정선,325
강원특별자치도,평창군,주진,0
강원특별자치도,평창군,주진#2(건설중),0
강원특별자치도,평창군,주천,105
강원특별자치도,평창군,평창,0
강원특별자치도,평창군,횡계,220
강원특별자치도,정선군,고한,0
강원특별자치도,정선군,동영월,265
강원특별자치도,정선군,신성은M1(건설중),0
강원특별자치도,정선군,임계(건설중),0
강원특별자치도,정선군,정선,325
강원특별자치도,철원군,동송(건설중),480
강원특별자치도,철원군,철원,370
강원특별자치도,화천군,화천,225
강원특별자치도,화천군,화천#2(건설중),0
강원특별자치도,양구군,양구,0
강원특별자치도,인제군,인제,0
강원특별자치도,고성군,간성,0
강원특별자치도,고성군,속초,0
강원특별자치도,양양군,양양,270
전북특별자치도,전주시완산구,남전주,0
전북특별자치도,전주시완산구,동전주,0
전북특별자치도,전주시완산구,신김제,400
전북특별자치도,전주시완산구,완산,0
전북특별자치도,전주시완산구,전주,400
전북특별자치도,전주시완산구,태평(SA),0
전북특별자치도,전주시덕진구,동전주,0
전북특별자치도,전주시덕진구,북김제(건설중),0
전북특별자치도,전주시덕진구,서곡,0
전북특별자치도,전주시덕진구,신김제,400
전북특별자치도,전주시덕진구,전주,400
전북특별자치도,전주시덕진구,탄소(SA),264
전북특별자치도,전주시덕진구,태평(SA),0
전북특별자치도,전주시덕진구,팔봉,0
전북특별자치도,군산시,군공,0
전북특별자치도,군산시,군산,0
전북특별자치도,군산시,군장,0
전북특별자치도,군산시,내초,0
전북특별자치도,군산시,동군산,400
전북특별자치도,군산시,동비응,725
전북특별자치도,군산시,백산,400
전북특별자치도,군산시,비응,0
전북특별자치도,군산시,비응#3(건설중),0
전북특별자치도,군산시,비응#4(건설중),0
전북특별자치도,군산시,서군산,265
전북특별자치도,군산시,소룡,0
전북특별자치도,군산시,수변도시(건설중),0
전북특별자치도,군산시,이리,0
전북특별자치도,군산시,함열,0
전북특별자치도,익산시,낭산,0
전북특별자치도,익산시,영등,0
전북특별자치도,익산시,이리,0
전북특별자치도,익산시,팔봉,0
전북특별자치도,익산시,함열,0
전북특별자치도,정읍시,소성,605
전북특별자치도,정읍시,신김제,400
전북특별자치도,정읍시,정공,400
전북특별자치도,정읍시,정주SA,0
전북특별자치도,남원시,남원,0
전북특별자치도,남원시,신남원,0
전북특별자치도,김제시,김제,510
전북특별자치도,김제시,백산,400
전북특별자치도,김제시,북김제(건설중),0
전북특별자치도,김제시,신김제,400
전북특별자치도,김제시,정주SA,0
전북특별자치도,완주군,남전주,0
전북특별자치도,완주군,동전주,0
전북특별자치도,완주군,봉동,0
전북특별자치도,완주군,북임실,180
전북특별자치도,완주군,북전주,0
전북특별자치도,완주군,완산,0
전북특별자치도,완주군,왕궁,0
전북특별자치도,완주군,임실,0
전북특별자치도,진안군,신김제,400
전북특별자치도,진안군,장수,0
전북특별자치도,진안군,진안,0
전북특별자치도,무주군,무주,0
전북특별자치도,무주군,신김제,400
전북특별자치도,장수군,신김제,400
전북특별자치도,장수군,장수,0
전북특별자치도,장수군,장수#2(건설중),0
전북특별자치도,임실군,남원,0
전북특별자치도,임실군,북임실,180
전북특별자치도,임실군,신남원,0
전북특별자치도,임실군,임실,0
전북특별자치도,임실군,장수#2(건설중),0
전북특별자치도,순창군,순창,610
전북특별자치도,고창군,고창,0
전북특별자치도,고창군,고창#3(건설중),0
전북특별자치도,고창군,남고창(건설중),0
전북특별자치도,고창군,서고창,0
전북특별자치도,고창군,신김제,400
전북특별자치도,부안군,부안,400
전북특별자치도,부안군,신김제,400
